Startup Name,Industry,Funding Rounds,Funding Amount (M USD),Valuation (M USD),Revenue (M USD),Employees,Market Share (%),Profitable,Year Founded,Region,Exit Status
Startup_309,Cybersecurity,3,252.06,3037.59,62.86,4922,7.89,0,1995,South America,Private
Startup_310,EdTech,3,231.96,2420.26,53.31,1466,4.03,0,2011,North America,IPO
Startup_311,HealthTech,3,69.4,455.84,63.55,360,5.18,0,2003,Asia,Acquired
Startup_312,HealthTech,3,39.83,325.17,45.04,3609,2.61,1,2005,North America,Private
Startup_313,AI,2,260.48,1314.9,21.92,3328,9.88,1,2014,South America,Acquired
Startup_314,E-Commerce,4,288.99,1125.78,12.11,239,2.99,1,2021,Australia,Private
Startup_315,E-Commerce,5,9.88,122.44,6.93,1553,7.73,1,2022,Australia,Private
Startup_316,EdTech,1,219.52,1357.65,26.41,2101,4.33,1,2009,South America,Private
Startup_317,AI,4,272.9,1400.85,4.71,4218,2.14,0,2007,Europe,Private
Startup_318,HealthTech,3,257.28,2907.11,56.76,2106,8.02,0,1992,Europe,Acquired
Startup_319,E-Commerce,4,289.37,3014.26,28.45,1678,3.4,1,2012,Australia,Private
Startup_320,AI,5,228.15,2418.0,82.47,2105,8.67,1,2021,Australia,Private
Startup_321,IoT,1,132.97,764.14,7.52,3662,9.16,1,2005,South America,Private
Startup_322,E-Commerce,1,93.93,544.02,22.71,4658,8.61,1,1994,Europe,Private
Startup_323,Cybersecurity,5,96.56,545.53,73.05,3601,0.45,0,1993,Australia,Private
Startup_324,IoT,5,217.46,1105.79,59.92,3753,7.89,1,2010,Europe,Private
Startup_325,Gaming,3,223.88,2433.28,6.54,3178,4.17,1,2003,Australia,Private
Startup_326,E-Commerce,1,60.51,797.29,87.74,1820,8.75,0,2020,North America,Acquired
Startup_327,HealthTech,4,260.5,3045.72,87.74,3846,6.42,1,2003,Asia,Private
Startup_328,FinTech,2,214.62,2683.85,33.11,2010,8.35,0,1995,North America,Private
Startup_329,IoT,2,169.04,1328.25,34.11,4498,5.04,1,2001,Australia,Private
Startup_330,Gaming,5,141.72,1537.51,98.9,679,5.4,1,2005,Asia,Private
Startup_331,EdTech,3,163.2,1183.34,62.65,391,1.53,0,2006,Asia,Private
Startup_332,EdTech,2,48.19,448.46,53.18,2163,7.86,1,2012,Australia,Private
Startup_333,HealthTech,1,61.51,540.03,83.83,2666,4.25,0,2003,Australia,Private
Startup_334,E-Commerce,5,27.8,142.41,28.6,2069,5.05,1,1996,Europe,Acquired
Startup_335,AI,4,46.52,355.64,42.98,3856,7.87,0,2021,Australia,Private
Startup_336,E-Commerce,5,136.38,1986.49,26.85,3258,6.03,1,2004,South America,Acquired
Startup_337,HealthTech,4,159.34,953.33,78.94,4984,2.09,0,2006,Australia,Acquired
Startup_338,EdTech,5,5.85,26.94,57.38,4641,5.94,1,1994,South America,Private
Startup_339,E-Commerce,5,239.14,1918.61,65.92,4271,4.14,0,2016,Australia,Private
Startup_340,EdTech,5,88.6,1106.09,25.31,744,4.75,1,2012,Europe,Private
Startup_341,IoT,4,273.59,2732.01,22.1,1406,0.38,1,2003,South America,IPO
Startup_342,Gaming,4,290.27,3242.81,48.89,3264,2.18,1,2004,North America,Private
Startup_343,AI,5,56.04,295.69,73.78,2282,2.88,1,2022,South America,Private
Startup_344,IoT,2,138.9,1448.36,52.57,3909,7.16,1,2020,Europe,Private
Startup_345,EdTech,3,0.87,5.99,3.36,3928,0.21,0,2006,South America,Private
Startup_346,EdTech,3,179.7,2338.19,86.87,4219,4.15,0,2017,Australia,Private
Startup_347,FinTech,3,182.39,1924.5,6.56,3232,9.25,0,2008,Australia,Private
Startup_348,FinTech,4,74.64,402.03,95.59,2836,1.21,1,2012,Europe,Private
Startup_349,IoT,4,167.74,633.29,2.61,3763,5.21,1,2021,Asia,Acquired
Startup_350,Cybersecurity,2,68.05,238.96,69.48,2517,7.89,0,2002,Australia,Private
Startup_351,IoT,3,48.67,362.93,8.31,2156,9.43,1,2009,North America,Private
Startup_352,FinTech,3,195.63,1210.99,91.08,3680,7.49,1,1994,Europe,Private
Startup_353,EdTech,5,98.11,1054.98,46.5,2750,7.23,1,1998,South America,Acquired
Startup_354,HealthTech,4,177.28,1594.1,13.84,3871,8.28,0,2018,South America,Private
Startup_355,IoT,3,130.26,806.6,34.15,3769,4.52,0,1995,North America,Private
Startup_356,EdTech,2,295.31,1414.79,16.57,2227,8.08,0,2014,Australia,Private
Startup_357,HealthTech,2,45.3,205.05,17.14,2797,0.18,1,2020,Europe,Acquired
Startup_358,HealthTech,3,139.65,1867.95,94.82,1702,9.25,0,2011,North America,Private
Startup_359,FinTech,4,204.3,1209.81,44.58,3467,4.49,0,1991,Australia,Private
Startup_360,IoT,2,118.97,1287.32,78.9,4068,5.58,1,1994,Europe,Private
Startup_361,E-Commerce,5,292.42,3721.99,64.0,1529,2.62,1,2016,South America,IPO
Startup_362,AI,2,216.71,2247.06,67.67,4765,7.45,1,2014,Europe,Private
Startup_363,FinTech,1,197.27,2626.61,13.26,37,0.86,0,1997,Asia,Private
Startup_364,FinTech,1,227.24,1751.73,23.5,4030,8.74,0,1990,Europe,Acquired
Startup_365,E-Commerce,4,285.82,4137.15,78.7,2571,8.3,1,2009,Asia,Acquired
Startup_366,AI,3,272.39,1252.38,97.08,2808,2.24,0,2012,Europe,Private
Startup_367,EdTech,4,217.42,918.77,26.34,3901,8.11,0,2021,Asia,IPO
Startup_368,Cybersecurity,4,224.87,2452.05,27.23,3714,7.88,0,2000,South America,Acquired
Startup_369,IoT,4,44.2,632.68,47.34,724,6.36,0,2013,Australia,Private
Startup_370,Cybersecurity,4,31.29,397.59,98.39,4584,3.8,0,2000,Asia,Private
Startup_371,EdTech,5,171.49,671.73,26.97,977,2.79,0,2018,Asia,Acquired
Startup_372,Gaming,5,6.0,38.11,40.76,3723,2.39,0,2015,South America,Private
Startup_373,FinTech,2,144.97,2053.33,89.16,4407,3.25,0,2005,Asia,Acquired
Startup_374,AI,1,63.5,383.33,0.39,4557,9.05,1,2009,North America,Acquired
Startup_375,FinTech,4,104.13,1288.51,4.07,2212,0.87,0,1992,South America,Acquired
Startup_376,HealthTech,2,232.85,3004.13,60.45,4431,8.31,1,1990,North America,Private
Startup_377,FinTech,1,282.4,2526.19,90.75,4325,3.55,0,1990,South America,Acquired
Startup_378,FinTech,3,22.19,169.45,23.96,3035,5.26,0,2006,Asia,Acquired
Startup_379,EdTech,5,160.51,1348.52,47.02,3580,7.97,1,1991,North America,Private
Startup_380,EdTech,1,264.82,1515.72,45.1,3121,8.86,0,2018,Asia,Private
Startup_381,EdTech,3,25.21,344.69,47.35,3290,3.51,0,2009,South America,IPO
Startup_382,Cybersecurity,1,247.44,2080.34,62.29,648,4.67,0,1995,Asia,Private
Startup_383,HealthTech,5,107.66,1463.05,47.03,4716,4.2,1,1997,North America,Acquired
Startup_384,Gaming,5,96.97,413.9,44.8,199,0.23,0,2018,North America,Private
Startup_385,Gaming,2,293.25,4357.49,47.48,4001,3.03,0,2022,Asia,Private
Startup_386,EdTech,4,60.66,504.65,59.13,493,4.65,1,1992,Europe,Private
Startup_387,AI,1,208.11,743.78,53.75,2209,4.17,0,1994,South America,Private
Startup_388,Cybersecurity,1,246.52,852.04,85.43,2662,7.25,0,2016,South America,Private
Startup_389,E-Commerce,3,12.83,153.38,5.04,3281,3.91,0,2001,Asia,Acquired
Startup_390,AI,5,201.28,2195.65,83.35,1107,4.94,1,2009,Europe,Private
Startup_391,IoT,1,285.49,3604.47,84.41,1246,4.35,0,2009,North America,Acquired
Startup_392,IoT,5,37.7,160.77,28.56,520,7.43,0,1998,Australia,Private
Startup_393,AI,1,268.92,921.55,46.34,397,8.64,0,1993,Australia,Private
Startup_394,EdTech,2,178.64,1626.15,43.91,635,5.37,1,2008,Asia,Private
Startup_395,E-Commerce,4,185.17,1416.76,21.93,3721,7.92,0,2016,Europe,Private
Startup_396,E-Commerce,1,184.08,1572.66,39.74,1852,3.04,1,2002,Europe,Private
Startup_397,Cybersecurity,5,90.0,1340.92,4.53,2660,5.46,0,2002,South America,Private
Startup_398,E-Commerce,2,280.59,4110.36,27.85,984,3.52,1,2011,North America,IPO
Startup_399,IoT,1,284.23,4066.7,81.69,4534,4.2,1,2017,Europe,Private
Startup_400,HealthTech,3,187.78,2329.62,28.53,3407,7.35,0,2011,Australia,Private
Startup_401,EdTech,4,235.14,1706.67,81.84,3876,8.83,0,2008,North America,Private
Startup_402,E-Commerce,1,183.87,1460.95,53.21,282,1.3,0,1997,North America,Private
Startup_403,Cybersecurity,2,145.58,1396.9,88.0,237,6.38,0,1997,Asia,IPO
Startup_404,IoT,3,198.42,2572.8,57.52,1557,5.86,1,2015,Europe,Private
Startup_405,HealthTech,2,166.12,635.33,3.06,3275,1.27,0,2015,Asia,Private
Startup_406,FinTech,2,179.44,1451.95,67.57,2414,2.2,0,2012,Europe,Acquired
Startup_407,FinTech,3,235.26,939.02,4.58,3517,3.18,0,2002,South America,Private
Startup_408,HealthTech,2,144.53,1326.19,45.11,30,1.75,1,2017,Asia,Private
Startup_409,IoT,3,12.71,175.23,92.95,465,2.51,0,1998,Asia,Private
Startup_410,Cybersecurity,1,49.62,614.78,16.6,3769,2.75,0,2009,Australia,Private
Startup_411,HealthTech,3,131.86,756.1,39.05,3436,3.42,0,2008,Asia,IPO
Startup_412,EdTech,3,217.59,3201.16,73.01,3488,7.52,1,2001,Europe,Private
Startup_413,EdTech,4,178.19,1961.55,88.24,1999,5.76,1,2004,Australia,Private
Startup_414,FinTech,3,195.26,610.21,67.13,495,9.86,0,2020,Asia,Private
Startup_415,E-Commerce,3,144.04,873.6,25.89,1077,4.21,0,2003,Asia,Private
Startup_416,Cybersecurity,1,184.91,1133.23,67.49,3178,7.56,0,2000,South America,Acquired
Startup_417,FinTech,4,99.04,379.43,29.74,220,8.73,0,2015,Asia,Acquired
Startup_418,E-Commerce,5,141.32,2051.67,71.87,1728,6.82,1,2016,North America,Private
Startup_419,E-Commerce,1,223.41,1952.39,95.41,1597,4.18,1,2000,Australia,Private
Startup_420,Gaming,1,261.61,3597.08,72.17,2611,7.56,0,2008,North America,Private
Startup_421,EdTech,5,130.38,895.27,86.3,163,2.12,1,1995,Australia,Acquired
Startup_422,IoT,3,13.58,61.15,0.31,4786,3.34,0,2017,South America,Private
Startup_423,AI,2,48.92,425.21,71.79,3318,5.51,1,1990,Asia,Private
Startup_424,IoT,4,6.75,29.48,82.98,2846,5.8,1,1997,Asia,Private
Startup_425,AI,2,196.15,1732.43,4.15,1781,0.32,0,1996,Asia,Acquired
Startup_426,HealthTech,5,100.03,1404.78,87.17,2057,9.46,1,2000,Australia,Private
Startup_427,EdTech,1,162.97,1507.35,25.74,2300,7.0,0,1993,Asia,Private
Startup_428,E-Commerce,1,148.24,1541.4,66.56,1701,5.01,0,2014,North America,Private
Startup_429,Cybersecurity,4,24.92,121.6,80.06,2998,9.34,0,2001,Asia,Private
Startup_430,AI,1,121.28,427.49,66.3,2474,4.45,0,2015,South America,Private
Startup_431,IoT,1,66.56,288.18,9.32,1951,9.81,1,2001,North America,Private
Startup_432,E-Commerce,4,125.81,1281.05,59.67,3814,5.17,1,2013,Asia,Private
Startup_433,AI,4,61.47,254.49,55.0,2788,1.23,1,2005,Asia,Acquired
Startup_434,AI,5,252.22,1894.66,90.04,3649,7.67,1,2002,Europe,Private
Startup_435,Gaming,1,52.67,505.69,40.48,2505,6.82,1,2014,Australia,IPO
Startup_436,AI,1,288.25,2209.1,32.18,3650,7.75,0,1993,North America,Private
Startup_437,Cybersecurity,5,125.06,620.82,75.01,2650,9.52,0,2000,Europe,Private
Startup_438,EdTech,3,253.95,1596.2,41.33,2354,7.79,0,2021,South America,Private
Startup_439,Cybersecurity,3,188.82,2669.88,64.65,1937,6.15,1,1996,Australia,Private
Startup_440,FinTech,3,220.74,2452.82,64.68,3299,8.59,1,2000,North America,Acquired
Startup_441,E-Commerce,5,230.43,2062.94,88.82,1762,6.77,0,2017,Asia,Private
Startup_442,EdTech,1,151.7,478.25,59.91,1121,4.14,1,2012,North America,Private
Startup_443,Gaming,5,163.22,2433.44,50.27,2572,8.87,1,2012,Asia,IPO
Startup_444,EdTech,5,154.44,1707.71,13.97,3504,2.3,0,2017,Australia,Private
Startup_445,EdTech,3,176.62,1201.56,11.66,497,7.17,0,2015,Asia,Acquired
Startup_446,IoT,2,9.3,126.03,15.52,3311,8.83,0,2014,South America,Private
Startup_447,EdTech,1,118.96,725.8,17.27,624,7.34,0,2018,Asia,Private
Startup_448,Gaming,3,182.05,1734.61,63.82,3237,7.0,0,2008,South America,Acquired
Startup_449,Cybersecurity,2,179.52,1908.81,74.12,3828,7.55,0,2022,Australia,Private
Startup_450,EdTech,2,237.99,1345.3,53.05,2385,4.7,0,2003,Australia,IPO
Startup_451,HealthTech,4,196.68,2899.21,82.92,1551,8.75,0,2003,North America,Acquired
Startup_452,E-Commerce,1,297.64,3565.22,99.13,4963,2.11,1,2019,South America,IPO
Startup_453,EdTech,2,85.51,828.91,82.02,3568,1.36,0,2017,South America,Private
Startup_454,E-Commerce,3,108.07,558.41,69.52,1610,2.93,1,2006,Europe,Private
Startup_455,HealthTech,4,115.46,421.0,53.3,3757,5.36,0,1992,Europe,Private
Startup_456,HealthTech,1,140.01,957.77,44.94,4680,5.15,0,2005,Europe,Acquired
Startup_457,E-Commerce,5,250.88,3020.16,8.53,1895,8.22,1,2019,Asia,Acquired
Startup_458,AI,3,71.12,443.22,40.0,1280,4.11,0,2018,Europe,Private
Startup_459,FinTech,2,232.91,2206.75,91.02,2748,4.9,0,2004,South America,Private
Startup_460,IoT,2,121.89,1430.42,80.82,2498,0.23,1,2014,Asia,Private
Startup_461,AI,3,180.76,776.42,21.68,361,4.16,0,2012,Australia,Acquired
Startup_462,AI,2,189.95,2131.92,46.71,874,6.51,0,2014,North America,Private
Startup_463,Cybersecurity,4,112.17,460.17,81.69,890,0.25,0,1996,Europe,Private
Startup_464,IoT,1,154.03,2246.0,6.83,2006,2.88,0,2011,Australia,Private
Startup_465,IoT,4,124.2,1100.5,38.8,1288,2.16,0,2006,South America,Private
Startup_466,AI,2,21.21,101.98,85.2,624,0.52,0,2007,North America,Acquired
Startup_467,EdTech,5,131.43,934.28,40.45,887,4.84,1,1999,Australia,Private
Startup_468,Cybersecurity,1,29.67,236.2,7.85,801,1.9,1,1999,North America,Private
Startup_469,Cybersecurity,1,121.8,1473.56,54.3,3647,7.46,1,1996,Europe,Private
Startup_470,HealthTech,3,178.08,2122.91,86.19,3430,8.49,1,2016,South America,Private
Startup_471,Gaming,3,174.03,1800.04,59.07,1301,5.5,1,2022,North America,Private
Startup_472,IoT,5,198.96,849.79,22.71,4719,9.82,0,1990,Australia,Private
Startup_473,AI,1,29.03,139.89,38.49,249,4.56,1,1993,Europe,IPO
Startup_474,HealthTech,5,195.81,807.73,45.07,2900,5.18,1,2006,Europe,Private
Startup_475,E-Commerce,3,93.99,932.95,57.97,934,9.89,1,1993,Australia,Private
Startup_476,FinTech,3,120.01,1623.21,75.96,524,2.39,0,2015,Australia,Private
Startup_477,Gaming,1,257.47,2112.7,9.98,3217,9.43,0,1993,North America,Private
Startup_478,Gaming,4,3.2,15.78,88.98,2414,0.52,0,1990,Asia,IPO
Startup_479,Gaming,2,176.73,1713.66,1.33,12,4.52,1,1996,Europe,Private
Startup_480,Cybersecurity,3,179.81,2290.96,37.07,2530,0.79,0,2019,North America,Private
Startup_481,E-Commerce,3,119.3,1419.73,2.84,3428,7.32,1,1998,Australia,Acquired
Startup_482,Gaming,4,71.49,970.65,39.36,2024,6.12,0,1997,North America,Private
Startup_483,E-Commerce,4,70.78,448.38,52.63,4595,7.1,0,2013,Australia,IPO
Startup_484,EdTech,5,265.17,1412.68,51.22,4287,3.81,0,2008,South America,Private
Startup_485,Gaming,5,132.89,1801.7,16.65,3672,3.76,0,2016,Australia,Private
Startup_486,FinTech,2,99.6,1084.72,64.61,3676,0.55,0,2021,Australia,Private
Startup_487,E-Commerce,2,134.91,908.1,4.57,2806,3.56,0,2003,Australia,Private
Startup_488,E-Commerce,1,200.98,2393.31,76.21,90,9.3,1,2007,Asia,Private
Startup_489,FinTech,5,44.15,564.3,94.67,3120,3.85,0,2017,Australia,Private
Startup_490,Gaming,3,135.11,1402.41,34.04,4237,8.33,0,2018,Europe,Private
Startup_491,FinTech,5,176.57,1987.23,51.77,2473,8.44,1,2005,Europe,Private
Startup_492,E-Commerce,3,284.6,2135.39,37.95,3624,3.8,1,2020,North America,Private
Startup_493,FinTech,4,76.13,720.52,0.77,1641,6.36,1,1993,Asia,Acquired
Startup_494,E-Commerce,5,108.1,1004.24,38.65,3588,1.04,0,2006,North America,Private
Startup_495,E-Commerce,4,114.12,1503.71,79.19,4014,1.13,1,2015,Europe,IPO
Startup_496,EdTech,2,181.86,2378.65,59.64,3331,0.58,1,1993,Europe,Private
Startup_497,AI,2,107.34,1394.58,10.22,2223,5.85,0,2019,South America,Private
Startup_498,E-Commerce,1,160.29,502.09,84.73,2222,4.32,0,2019,Australia,Private
Startup_499,Gaming,5,234.65,2814.52,53.16,4972,5.53,0,2011,Europe,Private
Startup_500,HealthTech,4,211.76,2563.17,84.19,2374,5.26,0,2000,North America,Private
